1,1,1
2,2,2
3,3,3
4,4,4
5,5,5
6,6,4
7,7,5
8,8,6
9,9,2
10,10,6
11,11,3
12,12,3
13,13,6
14,14,4
15,15,6
16,16,7
17,17,5
18,18,4
19,19,5
20,20,3
21,21,7
22,22,8
23,23,4
24,24,8
25,25,9
26,26,7
27,27,7
28,28,5
29,29,8
30,30,7
31,31,8
32,32,6
33,33,7
34,34,6
35,35,4
36,36,9
37,37,8
38,38,10
39,39,8
40,40,9
41,41,7
42,42,8
43,43,6
44,44,7
45,45,9
46,46,8
47,47,5
48,48,8
49,49,10
50,50,10
51,51,9
52,52,9
53,53,9
54,54,10
55,55,9
56,56,11
57,57,11
58,58,4
59,59,11
60,60,12
61,61,9
62,62,9
63,63,7
64,64,8
65,65,10
66,66,4
67,67,7
68,68,9
69,69,5
70,70,8
71,71,10
72,72,5
73,73,9
74,74,5
75,75,10
76,76,9
77,77,10
78,78,10
79,79,13
80,80,5
81,81,9
82,82,11
83,83,10
84,84,12
85,85,10
86,86,11
87,87,7
88,88,5
89,89,6
90,90,6
91,91,11
92,92,11
93,93,12
94,94,12
95,95,10
96,96,11
97,97,9
98,98,8
99,99,10
100,100,5
101,101,9
102,102,6
103,103,14
104,104,7
105,105,5
106,106,11
107,107,11
108,108,11
109,109,12
110,110,7
111,111,9
112,112,12
113,113,15
114,114,10
115,115,11
116,116,5
117,117,9
118,118,9
119,119,6
120,120,16
121,121,12
122,122,10
123,123,8
124,124,9
125,125,8
126,126,10
127,127,8
128,128,13
129,129,12
130,130,7
131,131,6
132,132,9
133,133,7
134,134,6
135,135,12
136,136,9
137,137,8
138,138,10
139,139,14
140,140,11
141,141,10
142,142,10
143,143,11
144,144,9
145,145,13
146,146,11
147,147,13
148,148,10
149,149,13
150,150,10
151,151,13
152,152,7
153,153,6
154,154,8
155,155,11
156,156,7
157,157,12
158,158,11
159,159,7
160,160,12
161,161,10
162,162,11
163,163,11
164,164,12
165,165,12
166,166,7
167,167,12
168,168,12
169,169,6
170,170,7
171,171,12
172,172,10
173,173,8
174,174,8
175,175,11
176,176,12
177,177,8
178,178,11
179,179,11
180,180,11
181,181,7
182,182,9
183,183,14
184,184,10
185,185,11
186,186,12
187,187,10
188,188,10
189,189,10
190,190,12
191,191,5
192,192,7
193,193,8
194,194,11
195,195,14
196,196,11
197,197,13
198,198,6
199,199,17
200,200,11
201,201,5
202,202,8
203,203,13
204,204,10
205,205,11
206,206,9
207,207,10
208,208,10
209,209,14
210,210,10
211,211,12
212,212,7
213,213,13
214,214,11
215,215,12
216,216,11
217,217,8
218,218,13
219,219,6
220,220,8
221,221,7
222,222,9
223,223,12
224,224,12
225,225,10
226,226,10
227,227,13
228,228,10
229,229,13
230,230,12
231,231,8
232,232,14
233,233,6
234,234,11
235,235,12
236,236,13
237,237,15
238,238,11
239,239,12
240,240,15
241,241,11
242,242,17
243,243,8
244,244,12
245,245,14
246,246,16
247,247,12
248,248,14
249,249,10
250,250,13
251,251,13
252,252,9
253,253,11
254,254,8
255,255,8
256,256,10
257,257,9
258,258,12
259,259,15
260,260,13
261,261,8
262,262,6
263,263,9
264,264,7
265,265,7
266,266,12
267,267,14
268,268,8
269,269,10
270,270,9
271,271,13
272,272,7
273,273,18
274,274,13
275,275,13
276,276,15
277,277,13
278,278,12
279,279,16
280,280,19
281,281,13
282,282,8
283,283,9
284,284,8
285,285,12
286,286,13
287,287,11
288,288,8
289,289,6
290,290,17
291,291,14
292,292,8
293,293,10
294,294,9
295,295,8
296,296,11
297,297,12
298,298,11
299,299,14
300,300,9
301,301,9
302,302,12
303,303,10
304,304,7
305,305,13
306,306,11
307,307,16
308,308,12
309,309,15
310,310,10
311,311,9
312,312,9
313,313,10
314,314,9
315,315,8
316,316,7
317,317,12
318,318,11
319,319,14
320,320,9
321,321,12
322,322,13
323,323,8
324,324,14
325,325,10
326,326,14
327,327,10
328,328,12
329,329,7
330,330,11
331,331,12
332,332,9
333,333,12
334,334,14
335,335,9
336,336,9
337,337,10
338,338,11
339,339,13
340,340,16
341,341,10
342,342,15
343,343,17
344,344,11
345,345,9
346,346,13
347,347,14
348,348,11
349,349,14
350,350,15
351,351,14
352,352,14
353,353,16
354,354,11
355,355,15
356,356,7
357,357,20
358,358,11
359,359,11
360,360,16
361,361,11
362,362,12
363,363,10
364,364,12
365,365,9
366,366,6
367,367,7
368,368,9
369,369,12
370,370,13
371,371,15
372,372,16
373,373,9
374,374,13
375,375,11
376,376,17
377,377,12
378,378,13
379,379,10
380,380,12
381,381,12
382,382,14
383,383,10
384,384,9
385,385,10
386,386,8
387,387,8
388,388,9
389,389,18
390,390,9
391,391,11
392,392,11
393,393,15
394,394,15
395,395,14
396,396,18
397,397,14
398,398,12
399,399,7
400,400,14
401,401,13
402,402,15
403,403,9
404,404,8
405,405,11
406,406,17
407,407,18
408,408,8
409,409,14
410,410,13
411,411,11
412,412,19
413,413,10
414,414,16
415,415,14
416,416,13
417,417,11
418,418,10
419,419,12
420,420,11
421,421,13
