1,1,1
2,2,2
3,3,2
4,4,3
5,5,4
6,6,3
7,7,4
8,8,5
9,9,4
10,10,5
11,11,4
12,12,5
13,13,3
14,14,6
15,15,5
16,16,6
17,17,6
18,18,4
19,19,6
20,20,3
21,21,4
22,22,4
23,23,5
24,24,7
25,25,7
26,26,6
27,27,7
28,28,5
29,29,5
30,30,7
31,31,8
32,32,7
33,33,7
34,34,5
35,35,5
36,36,6
37,37,6
38,38,6
39,39,8
40,40,8
41,41,9
42,42,7
43,43,8
44,44,9
45,45,4
46,46,9
47,47,5
48,48,5
49,49,7
50,50,10
51,51,6
52,52,9
53,53,7
54,54,6
55,55,7
56,56,5
57,57,8
58,58,6
59,59,10
60,60,6
61,61,7
62,62,8
63,63,8
64,64,11
65,65,8
66,66,9
67,67,8
68,68,8
69,69,5
70,70,6
71,71,9
72,72,7
73,73,9
74,74,7
75,75,5
76,76,6
77,77,7
78,78,6
79,79,10
80,80,8
81,81,6
82,82,7
83,83,7
84,84,9
85,85,6
86,86,9
87,87,10
88,88,6
89,89,9
90,90,10
91,91,7
92,92,10
93,93,7
94,94,9
95,95,7
96,96,7
97,97,8
98,98,8
99,99,9
100,100,7
101,101,8
102,102,8
103,103,6
104,104,10
105,105,6
106,106,7
107,107,6
108,108,8
109,109,11
110,110,6
111,111,11
112,112,7
113,113,8
114,114,8
115,115,8
116,116,11
117,117,10
118,118,7
119,119,12
120,120,7
121,121,7
122,122,6
123,123,9
124,124,9
125,125,13
126,126,9
127,127,10
128,128,9
129,129,9
130,130,9
131,131,7
132,132,6
133,133,12
134,134,10
135,135,8
136,136,9
137,137,10
138,138,9
139,139,11
140,140,8
141,141,7
142,142,11
143,143,10
144,144,14
145,145,12
146,146,8
147,147,7
148,148,8
149,149,15
150,150,7
151,151,9
152,152,7
153,153,9
154,154,11
155,155,13
156,156,8
157,157,7
158,158,8
159,159,10
160,160,9
161,161,10
162,162,12
163,163,9
164,164,9
165,165,10
166,166,12
167,167,6
168,168,13
169,169,11
170,170,11
171,171,8
172,172,9
173,173,10
174,174,7
175,175,9
176,176,8
177,177,8
178,178,7
179,179,9
180,180,9
181,181,9
182,182,10
183,183,8
184,184,8
185,185,11
186,186,10
187,187,7
188,188,11
189,189,8
190,190,11
191,191,12
192,192,8
193,193,13
194,194,10
195,195,10
196,196,10
197,197,9
198,198,9
199,199,12
200,200,10
201,201,9
202,202,8
203,203,9
204,204,12
205,205,8
206,206,10
207,207,13
208,208,12
209,209,9
210,210,15
211,211,7
212,212,11
213,213,13
214,214,10
215,215,14
216,216,7
217,217,8
218,218,11
219,219,8
220,220,10
221,221,14
222,222,9
223,223,10
224,224,11
225,225,12
226,226,12
227,227,10
228,228,11
229,229,10
230,230,9
231,231,11
232,232,10
233,233,11
234,234,10
235,235,6
236,236,7
237,237,11
238,238,8
239,239,15
240,240,10
241,241,10
242,242,8
243,243,9
244,244,11
245,245,9
246,246,8
247,247,10
248,248,11
249,249,9
250,250,11
251,251,10
252,252,7
253,253,11
254,254,7
255,255,7
256,256,10
257,257,11
258,258,8
259,259,13
260,260,14
261,261,10
262,262,14
263,263,12
264,264,10
265,265,12
266,266,10
267,267,10
268,268,14
269,269,10
270,270,11
271,271,10
272,272,11
273,273,11
274,274,12
275,275,7
276,276,11
277,277,11
278,278,8
279,279,13
280,280,13
281,281,11
282,282,8
283,283,10
284,284,10
285,285,10
286,286,10
287,287,12
288,288,8
289,289,11
290,290,12
291,291,10
292,292,11
293,293,5
294,294,13
295,295,11
296,296,11
297,297,6
298,298,5
299,299,10
300,300,11
301,301,8
302,302,14
303,303,13
304,304,13
305,305,8
306,306,14
307,307,11
308,308,9
309,309,10
310,310,15
311,311,11
312,312,14
313,313,12
314,314,8
315,315,11
316,316,12
317,317,7
318,318,15
319,319,12
320,320,11
321,321,10
322,322,9
323,323,9
324,324,7
325,325,15
326,326,9
327,327,12
328,328,10
329,329,8
330,330,11
331,331,11
332,332,12
333,333,9
334,334,15
335,335,9
336,336,10
337,337,12
338,338,10
339,339,12
340,340,11
341,341,12
342,342,13
343,343,12
344,344,8
345,345,12
346,346,16
347,347,9
348,348,15
349,349,10
350,350,9
351,351,11
352,352,11
353,353,9
354,354,11
355,355,8
356,356,6
357,357,11
358,358,17
359,359,10
360,360,9
361,361,11
362,362,10
363,363,12
364,364,10
365,365,8
366,366,11
367,367,9
368,368,11
369,369,11
370,370,10
371,371,14
372,372,15
373,373,12
374,374,10
375,375,11
376,376,12
377,377,11
378,378,8
379,379,11
380,380,14
381,381,11
382,382,12
383,383,16
384,384,11
385,385,14
386,386,7
387,387,9
388,388,10
389,389,11
390,390,12
391,391,10
392,392,16
393,393,15
394,394,12
395,395,15
396,396,12
397,397,12
398,398,13
399,399,12
400,400,9
401,401,11
402,402,16
403,403,12
404,404,13
405,405,13
406,406,14
407,407,13
408,408,12
409,409,9
410,410,11
411,411,14
412,412,8
413,413,12
414,414,8
415,415,16
416,416,11
417,417,12
418,418,10
419,419,8
420,420,12
421,421,12
